aghevestaaq	pos	soft thing; person who is weak-willed and easily influenced	anigu qaga aghevestaapiguuq ifkanghhaaluni ‘the newly fallen snow out there is very soft’; aghevestaaq ugharra piyullginnapigtuq ‘the soft marsh is hard to walk on’
aghhmagte-	pos	to take all; to use all	aghhmagtaa ‘he took or used all of it’ /
aghhmeghneq	pos	firmness; sturdiness	aghhmeghneqegtaq ‘a sturdy skin or piece of clothing’
aghhunneghagu	pos	every day	"particle (actually inflected form); literally, ‘whenever day comes upon it’;  = eghhunneghagu"
aghhutanga tamaghhaan	pos	every day	"literally, ‘its becoming day, every one’; Aghhutanga tamaghhaan takwaaqiit. ‘Every day they would check it.’ (PIYAA. 14)"
aghhutkun	pos	at dawn	adverbial particle; aghhutkun esla naavuq ‘the weather got bad at dawn’
aghi-	pos	to be wet	aghiiq or aghii ‘it got wet’ / cf. aghilluk
aghiknaq	pos	“prickly” sculpin	exact species undetermined
aghilluk	pos	skin mitten; glove	Chukotkan; cf. aghi-
aghinaq	pos	moisture outdoors; wet weather	No information given.
aghinghwaaq	pos	small bag of sealskin holding certain articles used to try to ensure good whale hunting	No information given.
aghinqagh-	pos	to wet	Chukotkan (V&E)
aghipa	pos	wetness; moisture	No information given.
aghipate-	pos	to be wet; to be raw	"aghipatuq ‘it is wet’, ‘it is raw’ /"
aghipsaate-	pos	to be partly wet; to be partially raw	aghipsaalnguq ‘partially wet or raw thing’
aghisigh-	pos	to soak	aghisightuq ‘it is being soaked or he is letting himself get wet’; aghisighaa ‘he is soaking it’ /
aghitqe-	pos	to get very wet	aghitquq ‘he or it got very wet’; aghitqaa ‘he got it very wet’ /
aghiva-	pos	to quarrel (of women); to bawl out (by women)	"aghivaaq ‘she is quarreling with someone, bawling out someone’; aghivaa ‘she is quarreling with her’ / aghivatuk ‘they (two women) are quarreling’"
aghliigh-	pos	overwhelmed	emotional root; aghliighyugtuq ‘he feels overwhelmed by the tasks facing him’; aghliighyukaa ‘he feels overwhelmed by it’; aghliighnaghtuq ‘it is overwhelming’
aghmig-	pos	to wash one's face	aghmigtuq ‘he washed his (own) face’; aghmigaa ‘he washed his (another's) face’ /
aghmigusiq	pos	washcloth; face soap; washbasin	"used in the dual, aghmigusik, for one washbasin"
aghnaaghte-	pos	to have one's first menses	No information given.
aghnaaneq	pos	"female bird, fish, or seal or other animal; state of being female"	No information given.
aghnaasiq	pos	effeminate man; homosexual male	"Kiyaghneghem Ataneghpagullghani nekaghqiitut: … allaniighet, aghnaasit, … ‘In God’s Kingdom there is no room for: … adulterers, the effeminate , …’ (1 Corinthians 6.9)"
aghnagan	pos	hurry up	"particle; aghnagan uyuq emta ‘hurry up you, knowing how you are’"
aghnagh-	pos	to wear a dress	aghnaghluni ‘wearing a dress’; direct verbalization of aghnaq ‘woman’
Aghnaghaak	pos	Aghnak River on St. Lawrence Is.	see Map 4 in Appendices
aghnaghaghhaq*	pos	little girl	No information given.
Aghnaghaghyaget	pos	Pleides constellation	"literally, ‘group of girls’"
aghnaghaq*	pos	girl	No information given.
aghnaghniite-	pos	to be ugly (a girl)	No information given.
aghnaghpallaghte-	pos	to become an older woman	No information given.
aghnaghpallaghtekaq	pos	older woman	No information given.
aghnaghqaq	pos	wife-to-be; female to be included in a group; dress material	No information given.
aghnaghuq	pos	edible seashore life resembling a mouse in appearance (Boltenia ovifera); “sea onion”	cf. aghnaq
aghnalgun	pos	mother's sister's child; parallel cousin on mother's side	No information given.
aghnalqwaaq	pos	old woman	No information given.
aghnalqwaavregaq	pos	old senile woman	Chukotkan (V&E)
aghnangllagh-	pos	to make a dress; to ask to marry (of an older man asking a woman on behalf of a younger man)	Aghnaghaat igaghvigmi aghnangllaatut. ‘The girls made dresses in school.’ (SLI JR. DICT. 11); Yuuk aghnangllaghiiq ighneghminun. ‘The man asked that a certain girl should be the wife for his son.’ (SLI JR. DICT. 11)
aghnapari	pos	older girl; young woman	Chukotkan (R)
aghnapesqighte-	pos	to sit (in woman’s traditional style)	sitting by bending one leg resting it on the floor while the other leg is also bent but upright with the foot flat on the floor; aghnapesqighlluteng aghnat avegtughaqut neghuunneghmeggmi ‘sitting woman-style the women are cutting food at meal time’
aghnaq	pos	woman; female human; dress (when used in dual)	No information given.
aghnaqe-	pos	to be proud in a way appropriate for a woman	aghnaquq ‘she is proud’/
aghnaqemsighte-	pos	to sit (in woman’s traditional style)	sitting by bending one leg resting it on the floor while the other leg is also bent but upright with the foot flat on the floor
aghnasalek	pos	female walrus; cow walrus	No information given.
aghnasiq	pos	“sea cabbage”	Chukotkan (R); exact identification undetermined
aghneghet	pos	dawn; dusk; twilight	Chukotkan (R)
aghneghiinaghqun	pos	daily	particle
aghneghmi	pos	today; during the daytime	particle
aghneghniimna	pos	the one from earlier today	No information given.
aghneghtaq	pos	the one from earlier today	nagu yuuk aghneghtaq? ‘where is the man from earlier today’
aghneghte-	pos	to spend the day	"Sivuqaaneng piiwaaluni Sivungami aghneghsimalghii ‘when he was going back home to Gambell from Northeast Cape, he spent the day at Savoonga’"
aghneghtughte-	pos	for the days to get longer	No information given.
aghneghtuumaan	pos	during the day as well	essentially a particle
aghneq	pos	day; today (as a particle)	"aghneqaghaq ‘earlier today’; Sivuliq aghneq ‘Sunday’; Allgha aghneq ‘Monday’; Pingayaa aghneq ‘Tuesday’; Estamaa aghneq ‘Wednesday’; Tallimaa aghneq ‘Thursday’; Aghvillgha aghneq ‘Friday’; Maaghraghvinlek aghneq ‘Saturday’; Aghnaghaq una qepghaghpenani quunpeng naghaaghllak tamaghhaan aghneq. Aghneq iingunaan qepghanemni, qenwat meghnughaqunga. ‘This girl plays without working every day. When I work all day, I am tired.’ (UNGAZ. UNGIP. 68)"
Aghneq	pos	site in Chukotka	see Map 2 in Appendices
aghnequn	pos	this afternoon; later today	particle
aghneqwaaqun	pos	a little later today	particle
aghni-	pos	"to spend one or more days; to stay an extra day while travelling (usually, in order to rest)"	qikmini meghnaalisqelluki aghniiq ‘he stayed an extra day to let his dogs rest’
aghpenghhayaaghek 	pos	billowy bloomers; woman's underpants	No information given.
aghpu-	pos	No information given.	"root; > aghpugte-, aghpuuk, aghpumla, aghpuneq, aghpunghhaak"
aghpugpaghlleq	pos	small blister	< aghpu-?-ghpak-lleq
aghpugte-	pos	to rise (of dough  or the like); to swell	"Chukotkan (R, V&E) "
aghpumla	pos	"deep, soft, powdery snow"	No information given.
aghpumla-	pos	to go through deep snow	aghpumlaaq ‘he went through deep snow’
aghpuneq	pos	gas in stomach or intestines	aghpuniqunga ‘I am now troubled by gas in my stomach or intestines’ 
aghpuneqrak	pos	bubble	eslallugmi mesagmi allgeghumaaq uglalghii aghpuneqrak ‘a lot of bubbles  formed in the puddle during the rain’
aghpunghhaak	pos	billowy bloomers; woman's underpants	No information given.
Aghpuuget	pos	a particular clan	singular is Aghpuuk
aghpuugsaasiq	pos	baking powder; leavening agent	No information given.
aghpuuk	pos	foam	No information given.
aghpuulleq	pos	blister	Chukotkan (R)
aghqaraataq	pos	noose	Chukotkan (R)
aghqe-1	pos	to make an offering of food for the deceased	cf. eghqwaagh-
aghqe-2 	pos	No information given.	"root; > aghqelli-, aghqelngestaq, aghqestaaq, aghqitaghaq"
aghqefik	pos	place for making food offerings to the deceased (traditionally); altar	No information given.
aghqelengestaq1	pos	primer for bullet	No information given.
aghqelengestaq2	pos	shallow water (or anything else)	No information given.
aghqella	pos	seine	No information given.
aghqella-	pos	to fish with seine	Kiiwegni aghqellaakut. ‘We seined at the river.’ (SLI JR. DICT. 15)
aghqelli-	pos	to lower; to make lower; to become shallow	"aghqelliiq ‘it is becoming lower, getting shallow’; aghqellii ‘he is lowering it, making it lower’ / aghqellii aghvighyaghaq ‘he made the crossing ramp lower’; naayvaq aghqelliighaghtuq ‘the lake is becoming shallow’"
aghqeme-	pos	to crumble; to shatter; to become envious	aghqemuq ‘it shattered’ / aghqemtaa ‘he shattered it’; qayuusiq ifkaghlluku aghqemsimaa ‘by dropping the cup he made it shatter’;  aghqemuq anengani ullgitangyan‘ he became envious when his older brother got a snowmachine’
aghqengwaagh-	pos	to make a sacrifice	Chukotkan (R)
aghqestaaghhaq*	pos	shoal; low thing	No information given.
aghqestaalleq	pos	shoal; low thing	"Chukotkan (R, V&E)"
aghqetghagh-	pos	to crust over (of snow); to travel on crusted snow; to freeze over (of surface of snow)	Ighivgaqun aghqetghaqagu igleghllequnga. ‘I’ll leave when the snow crusts over tonight.’ (SLI JR. DICT. 15)
aghqetghaq	pos	refrozen ground in spring; frozen crust on snow	caused by low termperatures at night after a warm day
aghqiikw	pos	squeak or crunch of snow or pebbles under the feet	aghqiikw qiinghaghsaqegka qikmiiftuq ‘I looked out to check on the crunching noise and it turned out to be a dog’
aghqiiwhtagh-	pos	to make a crunching sound	aghqiiwhtaghtuq ‘he made a crunching sound’
Aghqitaghangha	pos	southern part of Troutman Lake which is next to Gambell	literally ‘the shallow area’; see Map 7 in Appendices
aghqitaghaq	pos	shallow water	No information given.
aghqulluk	pos	northern fulmar (Fulmarus glacialis)	No information given.
aghqunqaq	pos	crest along mountainside; small depression; hole; curve	No information given.
aghqutite-	pos	to make sacrifices	Chukotkan (R)
aghquugte-	pos	to be pale from illness	cf. aghsugh-
aghquutke-	pos	to cause disaster or hardship	ulevelleghmeng aghquutkaqii yuget aangelghiimeng ikfiqmeng ‘the flood is causing the people hardship’ (?)
aghquvlug-	pos	to make a depressionor dent; to hollow out	No information given.
aghquvluk	pos	depression; hollow; dent	qulmesiin aghquvlukegtepigtuq ‘the cooking pot has a big dent’
aghsaakun	pos	cleanly	particle
aghsaan	pos	excessively; overly; too much; not very much	particle; ugket taghyulipalghiim aghsaan taghyughnitkayuguut ‘when you put too much salt in cooked meat it tastes overly salty’; aghsaan tuuneghllagpenanga ‘don't give me too much’; aghsaan mekestaapiwaa ‘how small it is!’; movie aghsaan ayuqeftuq ‘the movie wasn’t very good’
aghsagh-	pos	No information given.	"root > aghsaghte-, aghsaghmete-, aghsaan"
aghsaghmete-	pos	to be good weather; to favor; to pay particular attention (good or bad) toward (him)	aghsaghmetuq ‘it (the weather is good)’; aghsaghmetaa ‘he favors him’ / 
aghsaghtaghwaagh-	pos	to give up or quit from malice or out of vexation	Chukotkan (R); questioned
aghsaghte-	pos	to overdo; to behave in an excessive way; to annoy	"yugem aghsaghtawaaghyaqminigu ilani amyughaaghmeng, elngaatall qinuyugtekaa ‘when the man teased his friend too much that friend was greatly annoyed’"
aghsi	pos	thong holding shank (giimaq) to harpoon shaft	#NAME?
aghsug-	pos	to put (a baby) down to sleep	aghsugaa ‘he put it (baby) down to sleep’ / aghsugiiq he put a baby down to sleep’; Taghnughhaqa aghsugaqa qavaghyan. ‘I lay down my child [in bed] when she went to sleep.’ (SLI JR. DICT. 16)
aghsugh-	pos	to be or become pale; to be or become bleached	aghsughtuq ‘he or it became pale’ / aghsughtaa ‘he bleached it’; cf aghquugte-
Aghsughaleq	pos	site on the coast east of Gambell at Tiflighak Bay	see Map 7 in Appendices
aghsughpaglleq	pos	small scratch	No information given.
aghsughtaq	pos	bleached dried sealgut for making rain or wind parka; sealgut rain or wind parka	No information given.
aghsugutaq 	pos	crib for baby to sleep in	No information given.
aghtaghagh-	pos	to become light	aghtaghaghtuq ‘it is becoming light’ / 
aghte-	pos	to dawn; for day to break	"aghtuq ‘it is dawn, it has become day’ / aghhutanga maliglluku aliighaa ‘it cleared up as it became day’; aghhutaa ‘day came upon him’; = eghte-"
aghteq-	pos	No information given.	"root > aghteqeregaaq, aghteqeregagh-, aghtequq"
aghteqeregaaq	pos	puffball (Bovista sp.)	No information given.
aghteqeregagh-	pos	to snack on roots or greens with blubber and raw meat	No information given.
aghtequq	pos	dish of roots or greens with blubber and raw meat	"Nunivagmeng aghtequlighluku neghtunga. ‘I ate, having rosewort as a side dish.’ (SLI JR. DICT. 17)"
aghtequsaq	pos	blubber eaten with roots or greens	No information given.
aghtugh-	pos	"to be unable to manage, bear, withstand or accomplish"	aghtughaa ‘he can't bear it or can't do it’ / aghtiigatuq ‘he isn't stopped by difficulties’; Neqesghanka esghaneghmeng aghtughanka pightum. ‘Because of the blowing snow I couldn’t see my fox baits.’ (SLI JR. DICT. 130)
aghtughyaghqanghilleq	pos	power	used in Bible translation
aghtuneq	pos	the lowest level of the atmosphere near the earth	No information given.
aghu-	pos	to rot; to (over)ripen; to decompose	aghuuq or aghwaa ‘it rotted’ / cf. aghusi
aghukaq 	pos	rotten thing; (over)ripe thing	No information given.
aghula	pos	Eskimo-style dance	No information given.
aghula-	pos	to dance Eskimo-style; to shake (as to wake up a person); to move back and forth (as of something hanging)	"aghulaaq ‘he is dancing’, ‘it is moving back and forth’ / aghulataa ‘he shook her/it’"
aghulaataq	pos	stick on which one winds fishing line lengthwise over the notched ends	"plural, aghulaatat, used for one such device"
aghulaatat 	pos	stick for winding fishing line	No information given.
aghulaghqugh-	pos	to go to gather edible greens	aghulaghqughtuq ‘she went to gather greens’ /
aghulaghwaagh-	pos	"to fly, flutter, or sway"	Chukotkan (R)
aghulaqe-	pos	to leave	aghulaquq ‘he left’ / aghulaqutaa ‘he took it with him when he went’
aghulasiq	pos	dance movement that goes with a particular song	No information given.
